 Category,Number, Course Code, Course Title, Course Description, Credit Hours, Department
Arts Course,3340,SOC 4580,Social Research Methods,"An introduction to the philosophy of science and logic of scientific method, as well as a survey of research methods and issues. Students are expected to gain a working knowledge of the research process. Students may not hold credit for both SOC 4580 and the former SOC 4470. Prerequisite: written consent of department head.",3,Sociology and Criminology Department
Agricultural & Food Sciences,3341,SOIL 3060,Introduction to Agrometeorology,"Basic description and discussion of properties of the atmosphere, radiation, temperature, effect of temperature on plant growth, climate and animal response, water, evapotranspiration, insect adaptation, activity in relation to climate, climatic data.",3,Soil Science Department
Agricultural & Food Sciences,3342,SOIL 3600,Soils and Landscapes in Our Environment,"Discover why soil is an essential resource. Explore the roles of soils and landscapes within natural and agricultural ecosystems by learning the fundamental biological, chemical and physical properties and processes; soil and landscape classification and evaluation.",3,Soil Science Department
Agricultural & Food Sciences,3343,SOIL 3610,Field Methods in Land Resource Science,"This course provides students with training in field methods used in soil science and related sciences (hydrology, meteorology, ecology, geomorphology, and environmental science). Students participate in a biophysical survey of a field site and in a study of the management, assessment and monitoring of land resources. Prerequisite: SOIL 3600",3,Soil Science Department
Agricultural & Food Sciences,3344,SOIL 4060,Physical Properties of Soils,"Physical properties of soils and their relation to plant growth. Topics discussed include particle size distribution, soil water, soil structure, soil temperature, and soil aeration. Prerequisite: SOIL 3600 or BIOE 2110 or consent of instructor.",3,Soil Science Department
Agricultural & Food Sciences,3345,SOIL 4130,Soil Chemistry and Mineralogy,"Composition of soil materials. Reactions of nutrients and contaminants with soil organic matter, silicate clays, oxides and other soil constituents which affect their mobility and bioavailability. Prerequisite: SOIL 3600 or consent of instructor.",3,Soil Science Department
Agricultural & Food Sciences,3346,SOIL 4400,SOIL ECOLOGY,"Explore the application of soil biology to diversity in agro ecosystems, response of soil organisms to management, mediation of important environmental issues, and promotion of human health. Appreciate the vast array of soil organisms and their functions in soil ecosystems, understand cycling of nutrients by soil organisms, and discover quantitative methodology in determining soil biochemical processes. The laboratory provides hands-on experience in observing, quantifying and isolating soil organisms and the biochemical processes they conduct. Prerequisite: AGEC 2370 or BIOL 2300 or SOIL 3600.",3,Soil Science Department
Agricultural & Food Sciences,3347,SOIL 4500,Remediation of Contaminated Land,"Physical, chemical and biological approaches to remediation of land including; nature of contaminants, procedures for assessing the extent of the impact, consequences to the environment, approaches to remediation and case studies of contaminant remediation. Prerequisite: SOIL 3600 or consent of the instructor.",3,Soil Science Department
Agricultural & Food Sciences,3348,SOIL 4510,Soil and Water Management,"Topics include: capability of land for agriculture; storage, movement and use of water; saline and alkaline soils; soil conservation including erosion; sustainability of soil organic matter; effect and fate of soil amendments. Prerequisite: SOIL 3600.",3,Soil Science Department
Agricultural & Food Sciences,3349,SOIL 4520,Soil Fertility,"Forms and behaviour of plants nutrients in soil; soil fertility evaluation and management, including fertilizer sources and practices. Prerequisite: SOIL 3600.",3,Soil Science Department
Arts Course,3350,SPAN 1171,Introduction à l'espagnol I,(Laboratoire requis) Ce cours est conçu pour des étudiants et des étudiantes ayant très peu ou n’ayant aucune connaissance de l’espagnol. Les étudiants et les étudiantes dont la langue maternelle est l’espagnol ou possédant des crédits d’espagnol 40 S ou l’équivalent ne peuvent s’inscrire à ce cours sans permission spéciale. On ne peut se faire créditer SPAN 1171 et aucun des cours suivants : SPAN 1180 ou l'ancien SPAN 1181 (ancien TRAD 1181).Ce cours n'est pas accessible aux étudiants qui ont déjà obtenu des crédits pour SPAN 1262 ou l'ancien SPAN 1260 ou SPAN 1261 (ancien TRAD 1261) ou SPAN 1272 ou l'ancien SPAN 1270 ou SPAN 1271 (ancien TRAD 1271) ou SPAN 1280 ou SPAN 1290.,3,French and Spanish Department
Arts Course,3351,SPAN 1180,Introductory Spanish,"(Lab required) A course designed for those with little or no previous knowledge of Spanish. The course includes grammar, reading and oral practice, with language laboratory exercises. An oral approach is utilized. The student is given glimpses of cultural aspects of Spain and Spanish America. Students with Senior 4 Spanish may not normally take the course for credit. Not open to students with native oral fluency. Students may not hold credit for SPAN 1180 and any of: SPAN 1171 or SPAN 1190 or SPAN 1191 or the former SPAN 1181 (former TRAD 1181). Not open to students who have previously obtained credit in SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271.",6,French
Arts Course,3352,SPAN 1190,Introductory Spanish 2,"(Lab required) The second term of SPAN 1180 Introductory Spanish. This course is intended for students who have already knowledge of the alphabet and the sound system, as well as elementary comprehension, communication and writing skills equivalent to those that would be achieved in the first term of SPAN 1180. Students may not hold credit for SPAN 1190 and any of: SPAN 1191 or SPAN 1180 or the former SPAN 1181 (former TRAD 1181). Not open to students who have previously obtained credit in SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271. Prerequisite: [a grade of C"" or better in SPAN 1171] or [Senior 4 Spanish] or written consent of instructor or department head.""",3,French
Arts Course,3353,SPAN 1191,Introduction à l'espagnol II,"(Laboratoire requis) Cours destiné aux étudiants et étudiantes connaissant déjà l’alphabet et le système de sons espagnols, ayant une compréhension élémentaire de la langue et maîtrisant les bases de la communication et de l’écriture équivalentes à celles qui seraient obtenues à SPAN 1171. On ne peut se faire créditer SPAN 1191 et SPAN 1190, l'ancien SPAN 1181 (TRAD 1181) ou SPAN 1180. Cours non accessible aux étudiants et étudiantes qui ont déjà obtenu des crédits pour l'ancien SPAN 1260, l'ancien SPAN 1261 (TRAD 1261), SPAN 1262, SPAN 1263, SPAN 1270, l'ancien SPAN 1271 (TRAD 1271), SPAN 1272, SPAN 1273, SPAN 1280, SPAN 1290. Préalable: une note minimale de C dans SPAN 1171, ou l'autorisation écrite du professeur ou de la professeure.",3,French
Arts Course,3354,SPAN 1262,Intermediate Spanish Grammar and Conversation 1,"(Lab required) This course is the first of the intermediate Spanish language sequence. Focus is on developing intermediate skills in reading, writing, speaking and listening. The primary goals are to build communicative competence and enhance social and cultural awareness of the Spanish-speaking world. Not open to students with native oral fluency. Students may not hold credit for SPAN 1262 and any of: SPAN 1263 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261. Prerequisite: [a grade of C"" or better in SPAN 1180 (the former SPAN 1181 or the former TRAD 1181) or SPAN 1190 or SPAN 1191] or written consent of instructor or department head.""",3,French
Arts Course,3355,SPAN 1263,Espagnol intermédiaire : grammaire et conversation 1,"(Laboratoire requis) Ce cours est la première partie de l'espagnol intermédiaire. L'accent est mis sur le développement des compétences intermédiaires en lecture, écriture, expression orale et compréhension orale. Les principaux objectifs sont de renforcer les compétences de communication et de renforcer la sensibilisation sociale et culturelle du monde hispanophone. Ce cours n'est pas ouvert aux étudiants parlant couramment l'espagnol. Les étudiant(e)s ayant obtenu un crédit pour l'espagnol à l'école secondaire (40S) peuvent s'inscrire directement à ce cours. On ne peut se faire créditer SPAN 1263 et aucun de Spanish 40S, SPAN 1262, SPAN 1280, SPAN 1290, l'ancien SPAN 1260 ou l'ancien SPAN 1261 (ancien TRAD 1261). Préalables: une note minimale de C dans SPAN 1180 ou l'ancien SPAN 1181 ou l'ancien TRAD 1181 ou SPAN 1190 ou (SPAN 1171 et SPAN 1191) ou l'autorisation écrite de la professeure ou du professeur.",3,French and Spanish Department
Arts Course,3356,SPAN 1272,Intermediate Spanish Grammar and Conversation 2,"(Lab required) This course is the second of the intermediate Spanish language sequence. Focus is on continued development of intermediate skills in reading, writing, speaking and listening. The primary goals are to further enhance communicative competence and social and cultural awareness of the Spanish-speaking world. Not open to students with native oral fluency. Students may not hold credit for SPAN 1272 and any of: SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271. Prerequisite: [a grade of C"" or better in SPAN 1262 or SPAN 1263 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261] or written consent of instructor or department head.""",3,French
Arts Course,3357,SPAN 1273,Espagnol intermédiaire : grammaire et conversation 2,"(Lab. requis) Ce cours est la deuxième partie de l'espagnol intermédiaire. L'accent est mis sur le développement des compétences intermédiaires en lecture, écriture, expression orale et compréhension orale. Les principaux objectifs sont de renforcer les compétences de communication et de renforcer la sensibilisation sociale et culturelle du monde hispanophone. Ce cours n'est pas ouvert aux étudiants parlant couramment l'espagnol. On ne peut se faire créditer SPAN 1273 et aucun de SPAN 1272, SPAN 1271, SPAN 1280, SPAN 1290, l'ancien SPAN 1270, l'ancien TRAD 1271. Préalables : une note minimale de C dans SPAN 1263 ou SPAN 1262 ou l'ancien SPAN 1260 ou SPAN 1261 ou l'ancien TRAD 1261 ou l'autorisation écrite de la professeure ou du professeur.",3,French and Spanish Department
Arts Course,3358,SPAN 1280,Spanish for Native Speakers,"A survey of grammar and writing for people with an advanced level of oral Spanish. All the class exercises, readings, activities and examinations will be in Spanish. Students may not hold credit for SPAN 1280 and any of: SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271. Prerequisite: written consent of instructor or department head.",3,French
Arts Course,3359,SPAN 1290,Accelerated Intermediate Spanish,"(Lab required) This is a one term accelerated course which combines the content of SPAN 1262 and SPAN 1272 (or the former SPAN 1260 and the former SPAN 1270). It is a review of grammar and pronunciation structured around extensive writing practice and conversation of contemporary issues relating to the Spanish speaking world. There will be six hours of classroom instruction with a two hour laboratory per week. This course is not open to students with native oral fluency. Students may not hold credit for SPAN 1290 and any of: SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271. Prerequisite: [a grade of C"" or better in SPAN 1180 (or the former SPAN 1181 or the former TRAD 1181 or SPAN 1190 or SPAN 1191] or written consent of instructor or department head.""",6,French
Arts Course,3360,SPAN 2200,Spanish American Culture and Civilization,"A picture of the geographical, political, economic, social, artistic and cultural forces in Latin America. Essays, cultural readings, newspaper articles, magazines and films are utilized to enhance awareness and to stimulate discussion. Prerequisite: [a grade of C"" or better in one of: SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271] or written consent of department head.""",3,French
Arts Course,3361,SPAN 2210,Voices and Images of Latin America,"A study of the important figures that have influence on social and artistic movements of the Latin American culture such as Frida Khalo, Diego Rivera, Che Guevara, and Fernando Botero. Prerequisite: [a grade of C"" or better in one of: SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271] or written consent of department head.""",3,French
Arts Course,3362,SPAN 2361,Espagnol commercial,"(Ancien TRAD 2361) Initiation au vocabulaire commercial et aux techniques d'écriture dans le domaine des affaires. Accent mis sur la composition appliquée au domaine commercial: rédation de lettres, comptes rendus d'activités ou de réunion, etc. Préalable: une note minimale de C dans SPAN 1261 (TRAD 1261), l'ancien SPAN 1260, SPAN 1280, SPAN 1290 ou SPAN 1262 ou l'autorisation écrite de la professeure ou du professeur.",3,Translation St. Boniface Department
Arts Course,3363,SPAN 2461,Amérique latine : chocs et métissages culturels,"Analyse des oeuvres littéraires, cinématographiques et artistiques, ainsi que des récits et des témoignages portant sur les rencontres qui ont eu lieu dans le « Nouveau monde » entre les civilisations et les peuples précolombiens et les Conquistadors, puis Colons, espagnols, et les conséquences de ces rencontres au fil du temps. Étude principalement les traces culturelles laissées sur les périodes qui ont marqué de façon permanente et profonde les cultures des pays latino-américains : la Conquête, le système esclavagiste et la formation des états-nations. Cette analyse recouvre différents types de productions culturelles : récits, témoignages, histoire, littérature, cinéma, peinture, sculpture, discours politiques, etc. On ne peut se faire créditer SPAN 2461 et SPAN 2671 Espagnol sujet special 1 : Amérique latine : choc et métissages culturels. Préalables : SPAN 1263 ou SPAN 1262, SPAN 1280 ou SPAN 1290; ou l'ancien SPAN 1261 ou l'ancien SPAN 1260; ou l'autorisation professorale.",3,French and Spanish Department
Arts Course,3364,SPAN 2510,Survey of Spanish Civilization,"A study of the history of Spanish culture with special stress on its non-literary arts, and selected aspects of Spanish life. Prerequisite: [a grade of C"" or better in one of: SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271] or written consent of department head.""",3,French
Arts Course,3365,SPAN 2520,Introduction to Spanish Literature,"This course will consist of an introduction to Spanish literary characteristics and the study of selected works from the major historical periods and genres. Prerequisite: [a grade of C"" or better in one of: SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271] or written consent of department head.""",3,French
Arts Course,3366,SPAN 2550,Advanced Spanish Composition,"Designed to enhance the student's ability in writing Spanish. Emphasis on advanced grammatical concepts and clarity of expression. Students may not hold credit for both SPAN 2550 and SPAN 2551. Prerequisite: [a grade of C"" or better in one of: SPAN 1262 or SPAN 1263 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261] or written consent of department head.""",3,French
Arts Course,3367,SPAN 2551,Espagnol : langue avancée et composition,"Le but de ce cours, destiné aux étudiantes et aux étudiants qui ont atteint une maîtrise de niveau intermédiaire de l’espagnol, est d’améliorer leur niveau de langue et l’habileté de leur expression écrite. On ne peut se faire créditer SPAN 2551 et SPAN 2550. Préalable : Une note minimale de C dans SPAN 1261 ou SPAN 1262 ou SPAN 1280 ou SPAN 1290 ou l'ancien SPAN 1260 ou l'ancien TRAD 1261, ou l'autorisation écrite de la professeure ou du professeur.",3,French and Spanish Department
Arts Course,3368,SPAN 2560,Advanced Spanish Conversation,"Designed to enhance the student's conversational skills. Intensive oral practise as well as written exercises based on contemporary issues. Not open to students with native oral fluency. Prerequisite: [a grade of C"" or better in both SPAN 1262 (the former SPAN 1260) and SPAN 1272 (the former SPAN 1270)] or [a grade of ""C"" or better in both SPAN 1263 (the former SPAN 1261 or the former TRAD 1261) and SPAN 1273 (the former SPAN 1271 or the former TRAD 1271)] or [a grade of ""C"" or better in SPAN 1290] or written consent of department head.""",3,French
Arts Course,3369,SPAN 2570,Special Studies,"The content of this course is variable, depending on the needs and interests of students and instructors. A tutorial form is used. The course content may vary. Students can earn multiple credits for this course only when the topic subtitle is different. Prerequisite: [a grade of C"" or better in any 1000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3370,SPAN 2571,El espanol a través del cine hispanoamericano,"(Ancien TRAD 2571) Les cultures espagnole et latino-américaine à partir d'oeuvres cinématographiques issues de ces cultures. Accent sur la discussion et l'expression orale. Préalable: une note minimale de C dans SPAN 1271 (TRAD 1271), SPAN 1270, SPAN 1280, SPAN 1290 ou SPAN 1272 ou l'autorisation écrite de la professeure ou du professeur.",3,Translation St. Boniface Department
Arts Course,3371,SPAN 2573,Espagnol sujet spécial I,"Le contenu de ce cours varie en fonction des besioins et des intérêts des étudiants et des professeurs. La formule du tutorat peut être utilisée. Le contenu du cours varie d'année en nnée. Puisque les contenus varient d'année en année et que le cours se crée selon les besoins des étidiantes et des étudiants, les étudiantes et les étudiants pourraient suivre ce cours plus d'une fois. Préalable: Note minimale de C"" ou plus au cours d'espagnol TRAD 1261 ou le consentement écrit du professeur.""",3,French
Arts Course,3372,SPAN 2580,Contemporary Spanish Female Playwrights,"This course introduces students to the study of Spanish theater written by contemporary women writers. The course will explore how they use their work and the stage to denounce a contemporary Spanish society that needs to be reexamined. Analysis will underscore how these playwrights treat dis/similar subject matters: search for identity, gender, sexuality, relationships, patriarchal values, feminism, among others. The course will be taught in Spanish. All class readings and examinations are in Spanish. Prerequisite: [a grade of C"" or better in one of: SPAN 1262 or SPAN 1263 or SPAN 1272 or SPAN 1273 or SPAN 1280 or SPAN 1290 or the former SPAN 1260 or the former SPAN 1261 or the former TRAD 1261 or the former SPAN 1270 or the former SPAN 1271 or the former TRAD 1271] or written consent of department head.""",3,French
Arts Course,3373,SPAN 2591,Femmes et culture en Espagne et en Amèrique latine,"Panorama de la culture latino-américaine abordée à partir de la production féminine. Étude des oeuvres des femmes, de leurs conditions de production dans une perspective féministe et dans le cadre théorique des études culturelles. Panorama incluant divers pays et diverses époques, ainsi que différents types de production (littérature, cinéma, peinture et sculpture). Préalable: une note minimale de C dans SPAN 1262 (SPAN 1261, TRAD 1261), l'ancien SPAN 1260, SPAN 1280 ou SPAN 1290 ou l'autorisation écrite de la professeure ou du professeur.",3,French
Arts Course,3374,SPAN 2671,Espagnol sujet spécial I,"Cours à contenu variant en fonction des besoins et des intérêts des personnes qui le suivent et de celles qui l'enseignent. La formule de tutorat peut être utilisée. Le contenu variera d'année en année alors l'étudiant(e) peut se faire créditer ce cours plus d'une fois. Préalable: une note minimale de C dans SPAN 1262 (SPAN 1261, TRAD 1261), l'ancien SPAN 1260, SPAN 1280 ou SPAN 1290 ou l'autorisation écrite de la professeure ou du professeur.",3,French
Arts Course,3375,SPAN 3220,Contemporary Spanish Cinema,"A survey of Contemporary Spain through its cinema and other cultural manifestations. All the class readings, class lectures, movies and examinations are in Spanish. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3376,SPAN 3270,Special Studies,"The content of this course is variable, depending on the needs and interests of students and instructors. A tutorial format is used. The course content may vary. Students can earn multiple credits for this course only when the topic subtitle is different. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3377,SPAN 3271,Espagnol sujet spécial II,Cours au contenu variant en fonction des besoins et des intérêts des personnes qui le suivent et de celles qui l'enseignent. La formule du tutorat peut être utilisée. Cours dont le contenu varie d'année en année et pouvant donc être suivi plus d'une fois. Préalable : une note minimale de C à un cours d'espagnol de niveau 2000 ou l'autorisation écrite de la professeure ou du professeur.,3,French
Arts Course,3378,SPAN 3290,The Art of Translation,"A course on the basic techniques of translation and a study of specialized vocabulary related to the professions. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3379,SPAN 3300,Cinema and Literature,"A survey of the culture (Spain and Latin America) through its literature and cinema. The course will be taught in Spanish. All the readings, movies, activities and examinations will be in Spanish. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3380,SPAN 3310,Advanced Spanish Vocabulary and Composition,"A survey of grammar and vocabulary, the course also emphasizes and enhances students' writing abilities. The course will be taught in Spanish. All the class exercises, readings, activities and examinations will be in Spanish. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3381,SPAN 3320,Testimony and Human Rights in Latin America,"A survey of the culture of human rights in Latin America through its testimonial literature. The course will be taught in Spanish. All readings, activities and examinations will be in Spanish. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3382,SPAN 3330,Spanish Phonetics and Pronunciation,"This course includes a thorough study of advanced Spanish phonetics and pronunciation. Students may not hold credit for both SPAN 3330 and the former SPAN 3280. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3383,SPAN 3340,Spanish Syntax and Grammar,"This course includes a thorough study of advanced Spanish syntax and grammar. Students may not hold credit for SPAN 3340 and any of: SPAN 3441 or the former SPAN 3280. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3384,SPAN 3341,Grammaire et syntaxe de l'espagnol,"Ce cours comprend une étude approfondie et détaillée de la grammaire et de la syntaxe de l’espagnol. On ne peut se faire créditer le SPAN 3340, SPAN 3341 et l’ancien SPAN 3280. Une note de « C » ou plus dans n’importe quel cours d’espagnol de niveau 2000 ou le consentement par écrit du professeur.",3,French
Arts Course,3385,SPAN 3461,Littérature et civilisation d'Amérique latine,"(Ancien TRAD 3461) Initiation aux grands auteurs d'Amérique latine, ainsi qu'aux caractères spécifiques des sociétés latino-américaines : valeurs, pratiques culturelles, mais aussi politiques, commerciales et professionnelles. Préalable : une note minimale de C dans SPAN 1261 (TRAD 1261) ou SPAN 1260.",3,Translation St. Boniface Department
Arts Course,3386,SPAN 3463,Le réalisme magique dans la littérature latino,"Étude des oeuvres significatives de la littérature latino-américaine appartenant à I’esthétique du réalisme magique. À travers I’interpretation et I’analyse des oeuvres littéraires importantes, ce cours étudiera les problématiques specifiques à la culture latino-américaine dans le contexte des tensions et des relations entre differents sujets, institutions, groupes sociaux et genres. On ne peut se faire créditer SPAN 3463 et SPAN 3271 Espagnol sujet spécial 2 : Le réalisme magique dans la littérature latino-américaine. Préalable : importe quel cours d’espagnol de niveau 2000 ou l'autorisation professorale.",3,French and Spanish Department
Arts Course,3387,SPAN 3467,Représentations du handicap en Espagne et Amérique latine,"Réflexion sur la représentation du handicap dans le dialogue social (télévision, cinéma, littérature, presse, etc.). Analyse et déconstruction des stéréotypes et des idées préconçues sur les personnes en situation de handicap présents dans les représentations qui circulent dans les sociétés hispanophones. Étude des mecanismes de la construction de I’identité/altérité que résultent dans I’exclusion et le rejet des personnes handicapées. On ne peut se faire créditer SPAN 3467 et SPAN 3271 Espagnol sujet spécial 2 : Repésentations du handicap en Espagne et Amérique latine. Préalable : importe quel cours d’espagnol de niveau 2000 ou l'autorisation professorale.",3,French and Spanish Department
Arts Course,3388,SPAN 3561,Cours avancé d'espagnol professionnel,(Ancien TRAD 3561) Pratique de la traduction de l'espagnol vers le français vers l'espagnol à partir de textes pragmatiques à caractère professionnel. Préalable : une note minimale de C dans SPAN 2361 (TRAD 2361).,3,Translation St. Boniface Department
Arts Course,3389,SPAN 3670,Poetry and Novel of the Golden Age,"This course will concentrate on major poets and novelists of the sixteenth and seventeenth centuries such as Garcilaso de la Vega, Fray Luis de Leon, S. Juan de la Cruz, Lope de Vega, Gongora, and Cervantes. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3390,SPAN 3680,Drama of the Golden Age,"A study of representative works by the principal dramatists of the Spanish classical period, such as Lope de Vega, Tirso de Molina, Vélez de Guervara, and Calderon de la Barca. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3391,SPAN 3780,Short Fiction in Spanish,"A study of short narrative fiction as a genre in Spain and Latin America through the close reading of representative works. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Arts Course,3392,SPAN 3790,Latin American Cinema and Society,"A survey of contemporary Latin American society through its cinema. The course will be taught in Spanish. All class readings, movies and examinations are in Spanish. Prerequisite: [a grade of C"" or better in any 2000-level Spanish course] or written consent of department head.""",3,French
Science,3393,STAT 1000,Basic Statistical Analysis 1,"(Lab required) This course is not recommended for students in certain programs (see the description of STAT 1150). An introduction to the basic principles of statistics and procedures used for data analysis. Topics to be covered include: gathering data, displaying and summarizing data, examining relationships between variables, sampling distributions, estimation and significance tests, inference for means. May not be held with STAT 1001, STAT 1150, STAT 2220. Prerequisite: Any grade 12 or 40S Mathematics, or equivalent.",3,Statistics Department
Science,3394,STAT 1001,Analyse statistique de base I,"(Laboratoire requis) Introduction aux principes fondamentaux de la statistique et aux procédures utilisées en analyse de données. Étude de la cueillette de données, de l'affichage et de l'élagage de données, des relations entre variables, des distributions échantillonnales, de l'estimation, des tests de signification et de l'inférence pour les moyennes. Ce cours n'est pas recommandé pour les étudiantes et les étudiants qui veulent poursuivre dans un programme de statistique ou dans une autre discipline qui requiert de bonnes habiletés en méthodes statistiques (voir la description de STAT 1150). On ne peut se faire créditer STAT 1001 et STAT 1000, STAT 1150 ou STAT 2220. Préalable : N'importe quel cours de mathématiques de 12e année ou de niveau 40S, ou l'équivalent.",3,Statistics Department
Science,3395,STAT 1150,Introduction to Statistics and Computing,"(Lab required) This course is recommended for students in mathematically rich disciplines, including Statistics, Mathematics, Actuarial Science, Computer Science, and related interdisciplinary programs. Topics to be covered include: summarizing and displaying large datasets, sampling, estimation and significance tests, probability calculations, random variables and probability distributions, introduction to regression and correlation analysis, statistical software. Not to be held with STAT 1000, STAT 1001, STAT 2000, STAT 2001 and STAT 2220. Prerequisite: Minimum of 70% in Pre-calculus Mathematics 40S or a grade of B or better in MSKL 0100 or equivalent.",3,Statistics Department
Science,3396,STAT 2000,Basic Statistical Analysis 2,"(Lab required) This course is not recommended for students in certain programs (see the description of STAT 2150). The study of estimation and hypothesis testing procedures for means and proportions in one, two and multiple sample situations, introduction to the analysis of variance; regression and correlation analysis; optional topics may include nonparametric procedures, design of experiments, probability models. May not to be held with STAT 1150, STAT 2001. Prerequisite: STAT 1000 or STAT 1001.",3,Statistics Department
Science,3397,STAT 2001,Analyse statistique de base II,"(Laboratoire requis) Étude des procédures d'estimation et de tests d'hypothèses pour les moyennes et les proportions dans les contextes d'échantillonnage à une, deux ou plusieurs variables. Introduction à l'analyse de variance, à la régression et à la corrélation. Les méthodes non paramétriques, la conception d'expériences, les modèles probabilistes. Ce cours n'est pas recommandé pour les étudiantes et les étudiants qui veulent poursuivre dans un programme de statistique ou dans une autre discipline qui requiert de bonnes habiletés en méthodes statistiques (voir la description de STAT 2150). On ne peut se faire créditer STAT 2001 et STAT 2000 ou STAT 1150. Préalable : une note minimale de C dans STAT 1001 ou STAT 1000.",3,Statistics Department
Science,3398,STAT 2150,Statistics and Computing,"(Lab required) This course is recommended for students in mathematically rich disciplines, including Statistics, Mathematics, Actuarial Science, Computer Science, and related interdisciplinary programs. Topics to be covered include: exploratory data analysis and visualization, graphical methods, random number generation, random variables, simple statistical models and computing, Monte Carlo methods, large sample and simulation-based inference, statistical software packages. Prerequisites: [one of STAT 1150, STAT 2000 (B), STAT 2001 (B), or STAT 2220] and [one of MATH 1230, MATH 1500, MATH 1501, MATH 1510, MATH 1520, or MATH 1690].",3,Statistics Department
Science,3399,STAT 2220,Contemporary Statistics for Engineers,"(Lab Required) Descriptive statistics, basic probability concepts, special statistical distributions, statistical inference-estimation and hypothesis testing, regression, reliability, statistical process control. May not be held with STAT 1000, STAT 1001 or STAT 1150. Prerequisite: one of MATH 1232, MATH 1690, the former MATH 1680, MATH 1700, MATH 1701, MATH 1710.",3,Statistics Department
Science,3400,STAT 2300,Principles of Data Collection,"Introduction to the basic principles and foundational aspects of data collection with a focus on the design and basic analysis of observational and experimental studies. Important issues like randomization, blocking and confounding, sampling, stratification, response bias and nonresponse will be covered. May not be held with the former STAT 3480. Prerequisite: one of STAT 1150, STAT 2000, STAT 2001, or STAT 2220.",3,Statistics Department
Science,3401,STAT 2400,Introduction to Probability 1,"(Lab required) Basic probability, discrete and continuous random variables, important families of distributions, functions of a random variable, expectation and variance, introduction to joint distributions. This course is not available to students who have previously obtained credit for STAT 3500. Prerequisites: [one of STAT 1150, STAT 2000 (B), STAT 2001 (B), or STAT 2220] and [one of MATH 1232, MATH 1690, MATH 1700 (B), MATH 1701 (B), MATH 1710 (B)].",3,Statistics Department
